entry_id,line_no,date,posted_ts,account,account_name,department,description,debit,credit,source_system,user
JE202500169,2,2025-03-25,2025-03-25 09:45:00,4000,Product Revenue,Sales,Product sale - cash,0.0,93839.0,ERP,mlopez
JE202500213,1,2025-03-25,2025-03-25 16:15:00,6000,Salaries & Wages,G&A,Payroll run,89114.92,0.0,ERP,SYSTEM
JE202500213,2,2025-03-25,2025-03-25 16:15:00,1000,Cash - Operating,G&A,Payroll run,0.0,89114.92,ERP,SYSTEM
JE202500222,1,2025-03-25,2025-03-25 12:15:00,6300,Software & IT,G&A,Software & IT expense,12264.05,0.0,ERP,SYSTEM
JE202500222,2,2025-03-25,2025-03-25 12:15:00,1000,Cash - Operating,G&A,Software & IT expense,0.0,12264.05,ERP,SYSTEM
JE202500223,1,2025-03-25,2025-03-25 17:50:00,6300,Software & IT,G&A,Software & IT expense,13715.94,0.0,ERP,jchen
JE202500223,2,2025-03-25,2025-03-25 17:50:00,1000,Cash - Operating,G&A,Software & IT expense,0.0,13715.94,ERP,jchen
JE202500170,1,2025-03-26,2025-03-26 08:20:00,1000,Cash - Operating,G&A,Product sale - cash,47958.22,0.0,ERP,kkim
JE202500170,2,2025-03-26,2025-03-26 08:20:00,4000,Product Revenue,Sales,Product sale - cash,0.0,47958.22,ERP,kkim
JE202500181,1,2025-03-26,2025-03-26 15:00:00,1000,Cash - Operating,G&A,Service revenue,28798.14,0.0,ERP,dwright
JE202500181,2,2025-03-26,2025-03-26 15:00:00,4100,Service Revenue,Sales,Service revenue,0.0,28798.14,ERP,dwright
JE202500203,1,2025-03-26,2025-03-26 10:05:00,1200,Inventory,G&A,Inventory purchase - on account,99454.33,0.0,ERP,jchen
JE202500203,2,2025-03-26,2025-03-26 10:05:00,2000,Accounts Payable,G&A,Inventory purchase - on account,0.0,99454.33,ERP,jchen
JE202500207,1,2025-03-26,2025-03-26 16:20:00,1200,Inventory,G&A,Inventory purchase - paid,70504.51,0.0,ERP,jchen
JE202500207,2,2025-03-26,2025-03-26 16:20:00,1000,Cash - Operating,G&A,Inventory purchase - paid,0.0,70504.51,ERP,jchen
JE202500184,1,2025-03-27,2025-03-27 15:20:00,4900,Sales Returns & Allowances,Sales,Customer refund / allowance,20539.17,0.0,ERP,afarrell
JE202500184,2,2025-03-27,2025-03-27 15:20:00,1000,Cash - Operating,G&A,Customer refund / allowance,0.0,20539.17,ERP,afarrell
JE202500158,1,2025-03-28,2025-03-28 14:30:00,1100,Accounts Receivable,G&A,Product sale - on account,83718.34,0.0,ERP,dwright
JE202500158,2,2025-03-28,2025-03-28 14:30:00,4000,Product Revenue,Sales,Product sale - on account,0.0,83718.34,ERP,dwright
JE202500164,1,2025-03-28,2025-03-28 15:05:00,1000,Cash - Operating,G&A,Product sale - cash,88492.95,0.0,ERP,kkim
JE202500164,2,2025-03-28,2025-03-28 15:05:00,4000,Product Revenue,Sales,Product sale - cash,0.0,88492.95,ERP,kkim
JE202500176,1,2025-03-28,2025-03-28 15:05:00,1000,Cash - Operating,G&A,Product sale - cash,94874.17,0.0,ERP,dwright
JE202500176,2,2025-03-28,2025-03-28 15:05:00,4000,Product Revenue,Sales,Product sale - cash,0.0,94874.17,ERP,dwright
JE202500208,1,2025-03-28,2025-03-28 14:40:00,1200,Inventory,G&A,Inventory purchase - on account,126162.1,0.0,ERP,kkim
JE202500208,2,2025-03-28,2025-03-28 14:40:00,2000,Accounts Payable,G&A,Inventory purchase - on account,0.0,126162.1,ERP,kkim
JE202500221,1,2025-03-28,2025-03-28 09:30:00,6300,Software & IT,G&A,Software & IT expense,12612.52,0.0,ERP,SYSTEM
JE202500221,2,2025-03-28,2025-03-28 09:30:00,1000,Cash - Operating,G&A,Software & IT expense,0.0,12612.52,ERP,SYSTEM
JE202500225,1,2025-03-28,2025-03-28 10:40:00,6400,Travel & Entertainment,Sales,Travel & Entertainment expense,5246.27,0.0,ERP,jchen
JE202500225,2,2025-03-28,2025-03-28 10:40:00,1000,Cash - Operating,G&A,Travel & Entertainment expense,0.0,5246.27,ERP,jchen
JE202500163,1,2025-03-31,2025-03-31 08:10:00,1000,Cash - Operating,G&A,Product sale - cash,93961.06,0.0,ERP,dwright
JE202500163,2,2025-03-31,2025-03-31 08:10:00,4000,Product Revenue,Sales,Product sale - cash,0.0,93961.06,ERP,dwright
JE202500167,1,2025-03-31,2025-03-31 13:45:00,1100,Accounts Receivable,G&A,Product sale - on account,71954.55,0.0,ERP,jchen
JE202500167,2,2025-03-31,2025-03-31 13:45:00,4000,Product Revenue,Sales,Product sale - on account,0.0,71954.55,ERP,jchen
JE202500175,1,2025-03-31,2025-03-31 14:20:00,1000,Cash - Operating,G&A,Product sale - cash,60416.38,0.0,ERP,mlopez
JE202500175,2,2025-03-31,2025-03-31 14:20:00,4000,Product Revenue,Sales,Product sale - cash,0.0,60416.38,ERP,mlopez
JE202500185,1,2025-03-31,2025-03-31 09:10:00,4900,Sales Returns & Allowances,Sales,Customer refund / allowance,20134.09,0.0,ERP,SYSTEM
JE202500185,2,2025-03-31,2025-03-31 09:10:00,1000,Cash - Operating,G&A,Customer refund / allowance,0.0,20134.09,ERP,SYSTEM
JE202500196,1,2025-03-31,2025-03-31 11:30:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,62008.15,0.0,ERP,jchen
JE202500196,2,2025-03-31,2025-03-31 11:30:00,1200,Inventory,G&A,COGS - inventory relief,0.0,62008.15,ERP,jchen
JE202500219,1,2025-03-31,2025-03-31 14:00:00,6200,Rent & Facilities,G&A,Rent & Facilities expense,26533.75,0.0,ERP,mlopez
JE202500219,2,2025-03-31,2025-03-31 14:00:00,1000,Cash - Operating,G&A,Rent & Facilities expense,0.0,26533.75,ERP,mlopez
JE202500282,1,2025-04-01,2025-04-01 16:15:00,1200,Inventory,G&A,Inventory purchase - on account,118971.11,0.0,ERP,mlopez
JE202500282,2,2025-04-01,2025-04-01 16:15:00,2000,Accounts Payable,G&A,Inventory purchase - on account,0.0,118971.11,ERP,mlopez
JE202500286,1,2025-04-01,2025-04-01 13:05:00,1200,Inventory,G&A,Inventory purchase - paid,95824.05,0.0,ERP,afarrell
JE202500286,2,2025-04-01,2025-04-01 13:05:00,1000,Cash - Operating,G&A,Inventory purchase - paid,0.0,95824.05,ERP,afarrell
JE202500247,1,2025-04-02,2025-04-02 08:30:00,1100,Accounts Receivable,G&A,Product sale - on account,90022.83,0.0,ERP,jchen
JE202500247,2,2025-04-02,2025-04-02 08:30:00,4000,Product Revenue,Sales,Product sale - on account,0.0,90022.83,ERP,jchen
JE202500276,1,2025-04-02,2025-04-02 12:45:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,61313.93,0.0,ERP,afarrell
JE202500276,2,2025-04-02,2025-04-02 12:45:00,1200,Inventory,G&A,COGS - inventory relief,0.0,61313.93,ERP,afarrell
JE202500302,1,2025-04-02,2025-04-02 17:10:00,6900,Other Operating Expense,G&A,Other Operating Expense expense,4978.6,0.0,ERP,afarrell
JE202500302,2,2025-04-02,2025-04-02 17:10:00,1000,Cash - Operating,G&A,Other Operating Expense expense,0.0,4978.6,ERP,afarrell
JE202500261,1,2025-04-03,2025-04-03 12:05:00,1000,Cash - Operating,G&A,Service revenue,73919.01,0.0,ERP,dwright
JE202500261,2,2025-04-03,2025-04-03 12:05:00,4100,Service Revenue,Sales,Service revenue,0.0,73919.01,ERP,dwright
JE202500271,1,2025-04-03,2025-04-03 10:20:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,60315.72,0.0,ERP,kkim
JE202500271,2,2025-04-03,2025-04-03 10:20:00,1200,Inventory,G&A,COGS - inventory relief,0.0,60315.72,ERP,kkim
JE202500278,1,2025-04-03,2025-04-03 08:20:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,54737.58,0.0,ERP,spatel
JE202500278,2,2025-04-03,2025-04-03 08:20:00,1200,Inventory,G&A,COGS - inventory relief,0.0,54737.58,ERP,spatel
JE202500284,1,2025-04-03,2025-04-03 16:50:00,1200,Inventory,G&A,Inventory purchase - on account,114028.87,0.0,ERP,dwright
JE202500284,2,2025-04-03,2025-04-03 16:50:00,2000,Accounts Payable,G&A,Inventory purchase - on account,0.0,114028.87,ERP,dwright
JE202500289,1,2025-04-03,2025-04-03 15:00:00,6100,Marketing & Advertising,Marketing,Marketing & Advertising expense,76279.42,0.0,ERP,mlopez
JE202500289,2,2025-04-03,2025-04-03 15:00:00,1000,Cash - Operating,G&A,Marketing & Advertising expense,0.0,76279.42,ERP,mlopez
JE202500296,1,2025-04-03,2025-04-03 13:20:00,6400,Travel & Entertainment,Sales,Travel & Entertainment expense,7345.55,0.0,ERP,mlopez
JE202500296,2,2025-04-03,2025-04-03 13:20:00,1000,Cash - Operating,G&A,Travel & Entertainment expense,0.0,7345.55,ERP,mlopez
JE202500260,1,2025-04-07,2025-04-07 13:45:00,1000,Cash - Operating,G&A,Service revenue,39294.31,0.0,ERP,spatel
JE202500260,2,2025-04-07,2025-04-07 13:45:00,4100,Service Revenue,Sales,Service revenue,0.0,39294.31,ERP,spatel
JE202500290,1,2025-04-07,2025-04-07 08:30:00,6100,Marketing & Advertising,Marketing,Marketing & Advertising expense,50945.61,0.0,ERP,mlopez
JE202500290,2,2025-04-07,2025-04-07 08:30:00,1000,Cash - Operating,G&A,Marketing & Advertising expense,0.0,50945.61,ERP,mlopez
JE202500242,1,2025-04-08,2025-04-08 09:10:00,1000,Cash - Operating,G&A,Product sale - cash,101917.43,0.0,ERP,spatel
JE202500242,2,2025-04-08,2025-04-08 09:10:00,4000,Product Revenue,Sales,Product sale - cash,0.0,101917.43,ERP,spatel
JE202500274,1,2025-04-08,2025-04-08 14:05:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,73009.76,0.0,ERP,mlopez
JE202500274,2,2025-04-08,2025-04-08 14:05:00,1200,Inventory,G&A,COGS - inventory relief,0.0,73009.76,ERP,mlopez
JE202500283,1,2025-04-08,2025-04-08 17:40:00,1200,Inventory,G&A,Inventory purchase - paid,107670.43,0.0,ERP,afarrell
JE202500283,2,2025-04-08,2025-04-08 17:40:00,1000,Cash - Operating,G&A,Inventory purchase - paid,0.0,107670.43,ERP,afarrell
JE202500246,1,2025-04-09,2025-04-09 17:00:00,1000,Cash - Operating,G&A,Product sale - cash,101007.19,0.0,ERP,jchen
JE202500246,2,2025-04-09,2025-04-09 17:00:00,4000,Product Revenue,Sales,Product sale - cash,0.0,101007.19,ERP,jchen
JE202500882,1,2025-04-09,2025-04-09 17:00:00,1000,Cash - Operating,G&A,Product sale - cash (DUP),101007.19,0.0,ERP,jchen
JE202500882,2,2025-04-09,2025-04-09 17:00:00,4000,Product Revenue,Sales,Product sale - cash (DUP),0.0,101007.19,ERP,jchen
JE202500253,1,2025-04-10,2025-04-10 14:40:00,1100,Accounts Receivable,G&A,Product sale - on account,84267.17,0.0,ERP,afarrell
JE202500253,2,2025-04-10,2025-04-10 14:40:00,4000,Product Revenue,Sales,Product sale - on account,0.0,84267.17,ERP,afarrell
JE202500280,1,2025-04-10,2025-04-10 11:20:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,59685.59,0.0,ERP,jchen
JE202500280,2,2025-04-10,2025-04-10 11:20:00,1200,Inventory,G&A,COGS - inventory relief,0.0,59685.59,ERP,jchen
JE202500240,1,2025-04-11,2025-04-11 10:05:00,1000,Cash - Operating,G&A,Product sale - cash,82108.48,0.0,ERP,jchen
JE202500240,2,2025-04-11,2025-04-11 10:05:00,4000,Product Revenue,Sales,Product sale - cash,0.0,82108.48,ERP,jchen
JE202500245,1,2025-04-11,2025-04-11 13:10:00,1000,Cash - Operating,G&A,Product sale - cash,101758.72,0.0,ERP,kkim
JE202500245,2,2025-04-11,2025-04-11 13:10:00,4000,Product Revenue,Sales,Product sale - cash,0.0,101758.72,ERP,kkim
JE202500250,1,2025-04-11,2025-04-11 17:45:00,1000,Cash - Operating,G&A,Product sale - cash,102331.48,0.0,ERP,jchen
JE202500250,2,2025-04-11,2025-04-11 17:45:00,4000,Product Revenue,Sales,Product sale - cash,0.0,102331.48,ERP,jchen
JE202500258,1,2025-04-11,2025-04-11 10:50:00,1000,Cash - Operating,G&A,Service revenue,58861.16,0.0,ERP,jchen
JE202500258,2,2025-04-11,2025-04-11 10:50:00,4100,Service Revenue,Sales,Service revenue,0.0,58861.16,ERP,jchen
JE202500275,1,2025-04-11,2025-04-11 09:30:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,64979.99,0.0,ERP,SYSTEM
JE202500275,2,2025-04-11,2025-04-11 09:30:00,1200,Inventory,G&A,COGS - inventory relief,0.0,64979.99,ERP,SYSTEM
JE202500288,1,2025-04-11,2025-04-11 10:45:00,6000,Salaries & Wages,G&A,Payroll run,207378.63,0.0,ERP,SYSTEM
JE202500288,2,2025-04-11,2025-04-11 10:45:00,1000,Cash - Operating,G&A,Payroll run,0.0,207378.63,ERP,SYSTEM
JE202500234,1,2025-04-14,2025-04-14 10:10:00,1000,Cash - Operating,G&A,Product sale - cash,92330.7,0.0,ERP,afarrell
JE202500234,2,2025-04-14,2025-04-14 10:10:00,4000,Product Revenue,Sales,Product sale - cash,0.0,92330.7,ERP,afarrell
JE202500237,1,2025-04-14,2025-04-14 12:05:00,1000,Cash - Operating,G&A,Product sale - cash,106065.06,0.0,ERP,mlopez
JE202500237,2,2025-04-14,2025-04-14 12:05:00,4000,Product Revenue,Sales,Product sale - cash,0.0,106065.06,ERP,mlopez
JE202500272,1,2025-04-14,2025-04-14 09:15:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,96777.07,0.0,ERP,SYSTEM
JE202500272,2,2025-04-14,2025-04-14 09:15:00,1200,Inventory,G&A,COGS - inventory relief,0.0,96777.07,ERP,SYSTEM
JE202500295,1,2025-04-14,2025-04-14 17:10:00,6400,Travel & Entertainment,Sales,Travel & Entertainment expense,7762.15,0.0,ERP,dwright
JE202500295,2,2025-04-14,2025-04-14 17:10:00,1000,Cash - Operating,G&A,Travel & Entertainment expense,0.0,7762.15,ERP,dwright
JE202500297,1,2025-04-14,2025-04-14 10:45:00,6400,Travel & Entertainment,Sales,Travel & Entertainment expense,8480.57,0.0,ERP,mlopez
JE202500297,2,2025-04-14,2025-04-14 10:45:00,1000,Cash - Operating,G&A,Travel & Entertainment expense,0.0,8480.57,ERP,mlopez
JE202500236,1,2025-04-15,2025-04-15 09:30:00,1000,Cash - Operating,G&A,Product sale - cash,88370.22,0.0,ERP,dwright
JE202500236,2,2025-04-15,2025-04-15 09:30:00,4000,Product Revenue,Sales,Product sale - cash,0.0,88370.22,ERP,dwright
JE202500238,1,2025-04-15,2025-04-15 13:05:00,1000,Cash - Operating,G&A,Product sale - cash,112010.61,0.0,ERP,jchen
JE202500238,2,2025-04-15,2025-04-15 13:05:00,4000,Product Revenue,Sales,Product sale - cash,0.0,112010.61,ERP,jchen
JE202500252,1,2025-04-15,2025-04-15 15:50:00,1000,Cash - Operating,G&A,Product sale - cash,76166.41,0.0,ERP,spatel
JE202500252,2,2025-04-15,2025-04-15 15:50:00,4000,Product Revenue,Sales,Product sale - cash,0.0,76166.41,ERP,spatel
JE202500265,1,2025-04-15,2025-04-15 11:50:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,89454.72,0.0,ERP,spatel
JE202500265,2,2025-04-15,2025-04-15 11:50:00,1200,Inventory,G&A,COGS - inventory relief,0.0,89454.72,ERP,spatel
JE202500267,1,2025-04-15,2025-04-15 15:20:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,98730.57,0.0,ERP,SYSTEM
JE202500267,2,2025-04-15,2025-04-15 15:20:00,1200,Inventory,G&A,COGS - inventory relief,0.0,98730.57,ERP,SYSTEM
JE202500301,1,2025-04-15,2025-04-15 08:10:00,6900,Other Operating Expense,G&A,Other Operating Expense expense,4866.13,0.0,ERP,jchen
JE202500301,2,2025-04-15,2025-04-15 08:10:00,1000,Cash - Operating,G&A,Other Operating Expense expense,0.0,4866.13,ERP,jchen
JE202500266,1,2025-04-16,2025-04-16 11:30:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,68946.84,0.0,ERP,afarrell
JE202500266,2,2025-04-16,2025-04-16 11:30:00,1200,Inventory,G&A,COGS - inventory relief,0.0,68946.84,ERP,afarrell
JE202500294,1,2025-04-16,2025-04-16 13:50:00,6300,Software & IT,G&A,Software & IT expense,18982.69,0.0,ERP,mlopez
JE202500294,2,2025-04-16,2025-04-16 13:50:00,1000,Cash - Operating,G&A,Software & IT expense,0.0,18982.69,ERP,mlopez
JE202500239,1,2025-04-17,2025-04-17 09:40:00,1100,Accounts Receivable,G&A,Product sale - on account,88335.06,0.0,ERP,afarrell
JE202500239,2,2025-04-17,2025-04-17 09:40:00,4000,Product Revenue,Sales,Product sale - on account,0.0,88335.06,ERP,afarrell
JE202500259,1,2025-04-17,2025-04-17 13:00:00,1000,Cash - Operating,G&A,Service revenue,60000.06,0.0,ERP,mlopez
JE202500259,2,2025-04-17,2025-04-17 13:00:00,4100,Service Revenue,Sales,Service revenue,0.0,60000.06,ERP,mlopez
JE202500268,1,2025-04-17,2025-04-17 14:10:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,72328.69,0.0,ERP,SYSTEM
JE202500268,2,2025-04-17,2025-04-17 14:10:00,1200,Inventory,G&A,COGS - inventory relief,0.0,72328.69,ERP,SYSTEM
JE202500270,1,2025-04-18,2025-04-18 09:50:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,76939.59,0.0,ERP,SYSTEM
JE202500270,2,2025-04-18,2025-04-18 09:50:00,1200,Inventory,G&A,COGS - inventory relief,0.0,76939.59,ERP,SYSTEM
JE202500279,1,2025-04-18,2025-04-18 17:50:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,93491.51,0.0,ERP,kkim
JE202500279,2,2025-04-18,2025-04-18 17:50:00,1200,Inventory,G&A,COGS - inventory relief,0.0,93491.51,ERP,kkim
JE202500291,1,2025-04-18,2025-04-18 15:20:00,6100,Marketing & Advertising,Marketing,Marketing & Advertising expense,62641.39,0.0,ERP,jchen
JE202500291,2,2025-04-18,2025-04-18 15:20:00,1000,Cash - Operating,G&A,Marketing & Advertising expense,0.0,62641.39,ERP,jchen
JE202500254,1,2025-04-21,2025-04-21 13:05:00,1000,Cash - Operating,G&A,Product sale - cash,98838.11,0.0,ERP,dwright
JE202500254,2,2025-04-21,2025-04-21 13:05:00,4000,Product Revenue,Sales,Product sale - cash,0.0,98838.11,ERP,dwright
JE202500281,1,2025-04-21,2025-04-21 17:45:00,1200,Inventory,G&A,Inventory purchase - paid,94797.83,0.0,ERP,SYSTEM
JE202500281,2,2025-04-21,2025-04-21 17:45:00,1000,Cash - Operating,G&A,Inventory purchase - paid,0.0,94797.83,ERP,SYSTEM
JE202500299,1,2025-04-21,2025-04-21 14:30:00,6600,Depreciation,Operations,Monthly depreciation,23348.26,0.0,ERP,SYSTEM
JE202500299,2,2025-04-21,2025-04-21 14:30:00,1200,Inventory,G&A,Monthly depreciation,0.0,23348.26,ERP,SYSTEM
JE202500235,1,2025-04-22,2025-04-22 13:05:00,1000,Cash - Operating,G&A,Product sale - cash,92516.99,0.0,ERP,afarrell
JE202500235,2,2025-04-22,2025-04-22 13:05:00,4000,Product Revenue,Sales,Product sale - cash,0.0,92516.99,ERP,afarrell
JE202500264,1,2025-04-22,2025-04-22 11:45:00,4900,Sales Returns & Allowances,Sales,Customer refund / allowance,9718.5,0.0,ERP,dwright
JE202500264,2,2025-04-22,2025-04-22 11:45:00,1000,Cash - Operating,G&A,Customer refund / allowance,0.0,9718.5,ERP,dwright
JE202500300,1,2025-04-22,2025-04-22 10:00:00,6900,Other Operating Expense,G&A,Other Operating Expense expense,5003.89,0.0,ERP,spatel
JE202500300,2,2025-04-22,2025-04-22 10:00:00,1000,Cash - Operating,G&A,Other Operating Expense expense,0.0,5003.89,ERP,spatel
JE202500257,1,2025-04-23,2025-04-23 09:20:00,1000,Cash - Operating,G&A,Service revenue,48236.31,0.0,ERP,dwright
JE202500257,2,2025-04-23,2025-04-23 09:20:00,4100,Service Revenue,Sales,Service revenue,0.0,48236.31,ERP,dwright
JE202500263,1,2025-04-23,2025-04-23 17:10:00,4900,Sales Returns & Allowances,Sales,Customer refund / allowance,11694.77,0.0,ERP,afarrell
JE202500263,2,2025-04-23,2025-04-23 17:10:00,1000,Cash - Operating,G&A,Customer refund / allowance,0.0,11694.77,ERP,afarrell
JE202500249,1,2025-04-24,2025-04-24 08:45:00,1100,Accounts Receivable,G&A,Product sale - on account,121911.49,0.0,ERP,dwright
JE202500249,2,2025-04-24,2025-04-24 08:45:00,4000,Product Revenue,Sales,Product sale - on account,0.0,121911.49,ERP,dwright
JE202500255,1,2025-04-24,2025-04-24 17:10:00,1000,Cash - Operating,G&A,Service revenue,43682.37,0.0,ERP,mlopez
JE202500255,2,2025-04-24,2025-04-24 17:10:00,4100,Service Revenue,Sales,Service revenue,0.0,43682.37,ERP,mlopez
JE202500287,1,2025-04-24,2025-04-24 13:10:00,6000,Salaries & Wages,G&A,Payroll run,229009.47,0.0,ERP,SYSTEM
JE202500287,2,2025-04-24,2025-04-24 13:10:00,1000,Cash - Operating,G&A,Payroll run,0.0,229009.47,ERP,SYSTEM
JE202500293,1,2025-04-24,2025-04-24 15:40:00,6300,Software & IT,G&A,Software & IT expense,18712.5,0.0,ERP,mlopez
JE202500293,2,2025-04-24,2025-04-24 15:40:00,1000,Cash - Operating,G&A,Software & IT expense,0.0,18712.5,ERP,mlopez
JE202500233,1,2025-04-25,2025-04-25 10:20:00,1000,Cash - Operating,G&A,Product sale - cash,121334.73,0.0,ERP,jchen
JE202500233,2,2025-04-25,2025-04-25 10:20:00,4000,Product Revenue,Sales,Product sale - cash,0.0,121334.73,ERP,jchen
JE202500243,1,2025-04-25,2025-04-25 09:10:00,1100,Accounts Receivable,G&A,Product sale - on account,70023.32,0.0,ERP,afarrell
JE202500243,2,2025-04-25,2025-04-25 09:10:00,4000,Product Revenue,Sales,Product sale - on account,0.0,70023.32,ERP,afarrell
JE202500244,1,2025-04-25,2025-04-25 17:45:00,1100,Accounts Receivable,G&A,Product sale - on account,92119.08,0.0,ERP,dwright
JE202500244,2,2025-04-25,2025-04-25 17:45:00,4000,Product Revenue,Sales,Product sale - on account,0.0,92119.08,ERP,dwright
JE202500277,1,2025-04-25,2025-04-25 15:45:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,93311.56,0.0,ERP,dwright
JE202500277,2,2025-04-25,2025-04-25 15:45:00,1200,Inventory,G&A,COGS - inventory relief,0.0,93311.56,ERP,dwright
JE202500248,1,2025-04-28,2025-04-28 09:50:00,1000,Cash - Operating,G&A,Product sale - cash,101867.15,0.0,ERP,dwright
JE202500248,2,2025-04-28,2025-04-28 09:50:00,4000,Product Revenue,Sales,Product sale - cash,0.0,101867.15,ERP,dwright
JE202500269,1,2025-04-28,2025-04-28 12:00:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,63819.73,0.0,ERP,afarrell
JE202500269,2,2025-04-28,2025-04-28 12:00:00,1200,Inventory,G&A,COGS - inventory relief,0.0,63819.73,ERP,afarrell
JE202500285,1,2025-04-28,2025-04-28 15:00:00,1200,Inventory,G&A,Inventory purchase - on account,116097.9,0.0,ERP,mlopez
JE202500285,2,2025-04-28,2025-04-28 15:00:00,2000,Accounts Payable,G&A,Inventory purchase - on account,0.0,116097.9,ERP,mlopez
JE202500292,1,2025-04-28,2025-04-28 08:30:00,6200,Rent & Facilities,G&A,Rent & Facilities expense,52176.66,0.0,ERP,mlopez
JE202500292,2,2025-04-28,2025-04-28 08:30:00,1000,Cash - Operating,G&A,Rent & Facilities expense,0.0,52176.66,ERP,mlopez
JE202500241,1,2025-04-29,2025-04-29 13:30:00,1100,Accounts Receivable,G&A,Product sale - on account,93144.4,0.0,ERP,SYSTEM
JE202500241,2,2025-04-29,2025-04-29 13:30:00,4000,Product Revenue,Sales,Product sale - on account,0.0,93144.4,ERP,SYSTEM
JE202500251,1,2025-04-29,2025-04-29 13:05:00,1000,Cash - Operating,G&A,Product sale - cash,66826.75,0.0,ERP,spatel
JE202500251,2,2025-04-29,2025-04-29 13:05:00,4000,Product Revenue,Sales,Product sale - cash,0.0,66826.75,ERP,spatel
JE202500262,1,2025-04-29,2025-04-29 17:10:00,4900,Sales Returns & Allowances,Sales,Customer refund / allowance,20769.49,0.0,ERP,dwright
JE202500262,2,2025-04-29,2025-04-29 17:10:00,1000,Cash - Operating,G&A,Customer refund / allowance,0.0,20769.49,ERP,dwright
JE202500256,1,2025-04-30,2025-04-30 13:20:00,1000,Cash - Operating,G&A,Service revenue,56294.92,0.0,ERP,afarrell
JE202500256,2,2025-04-30,2025-04-30 13:20:00,4100,Service Revenue,Sales,Service revenue,0.0,56294.92,ERP,afarrell
JE202500273,1,2025-04-30,2025-04-30 08:40:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,75563.46,0.0,ERP,jchen
JE202500273,2,2025-04-30,2025-04-30 08:40:00,1200,Inventory,G&A,COGS - inventory relief,0.0,75563.46,ERP,jchen
JE202500298,1,2025-04-30,2025-04-30 13:40:00,6500,Professional Fees,G&A,Professional Fees expense,31633.06,0.0,ERP,mlopez
JE202500298,2,2025-04-30,2025-04-30 13:40:00,1000,Cash - Operating,G&A,Professional Fees expense,0.0,31633.06,ERP,mlopez
JE202500304,1,2025-05-01,2025-05-01 10:45:00,1000,Cash - Operating,G&A,Product sale - cash,84967.57,0.0,ERP,dwright
JE202500304,2,2025-05-01,2025-05-01 10:45:00,4000,Product Revenue,Sales,Product sale - cash,0.0,84967.57,ERP,dwright
JE202500336,1,2025-05-02,2025-05-02 08:00:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,88945.73,0.0,ERP,spatel
JE202500336,2,2025-05-02,2025-05-02 08:00:00,1200,Inventory,G&A,COGS - inventory relief,0.0,88945.73,ERP,spatel
JE202500347,1,2025-05-02,2025-05-02 17:05:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,98053.97,0.0,ERP,spatel
JE202500347,2,2025-05-02,2025-05-02 17:05:00,1200,Inventory,G&A,COGS - inventory relief,0.0,98053.97,ERP,spatel
JE202500311,1,2025-05-05,2025-05-05 17:05:00,1000,Cash - Operating,G&A,Product sale - cash,98249.49,0.0,ERP,kkim
JE202500311,2,2025-05-05,2025-05-05 17:05:00,4000,Product Revenue,Sales,Product sale - cash,0.0,98249.49,ERP,kkim
JE202500315,1,2025-05-05,2025-05-05 12:10:00,1000,Cash - Operating,G&A,Product sale - cash,123866.91,0.0,ERP,afarrell
JE202500315,2,2025-05-05,2025-05-05 12:10:00,4000,Product Revenue,Sales,Product sale - cash,0.0,123866.91,ERP,afarrell
JE202500314,1,2025-05-06,2025-05-06 10:40:00,1000,Cash - Operating,G&A,Product sale - cash,110382.24,0.0,ERP,SYSTEM
JE202500314,2,2025-05-06,2025-05-06 10:40:00,4000,Product Revenue,Sales,Product sale - cash,0.0,110382.24,ERP,SYSTEM
JE202500339,1,2025-05-06,2025-05-06 14:20:00,5000,Cost of Goods Sold,Operations,COGS - inventory relief,111357.26,0.0,ERP,dwright
JE202500339,2,2025-05-06,2025-05-06 14:20:00,1200,Inventory,G&A,COGS - inventory relief,0.0,111357.26,ERP,dwright
JE202500368,1,2025-05-07,2025-05-07 09:30:00,6600,Depreciation,Operations,Monthly depreciation,12900.22,0.0,ERP,SYSTEM
JE202500368,2,2025-05-07,2025-05-07 09:30:00,1200,Inventory,G&A,Monthly depreciation,0.0,12900.22,ERP,SYSTEM
JE202500310,1,2025-05-08,2025-05-08 15:00:00,1000,Cash - Operating,G&A,Product sale - cash,121099.19,0.0,ERP,dwright
